"","date","hits","teams"
"4990",2018-12-01,"1","Minnesota Twins"
"4991",2019-01-01,"1","Minnesota Twins"
"4992",2019-02-01,"1","Minnesota Twins"
"4993",2019-03-01,"2","Minnesota Twins"
"4994",2019-04-01,"5","Minnesota Twins"
"4995",2019-05-01,"8","Minnesota Twins"
"4996",2019-06-01,"10","Minnesota Twins"
"4997",2019-07-01,"9","Minnesota Twins"
"4998",2019-08-01,"12","Minnesota Twins"
"4999",2019-09-01,"11","Minnesota Twins"
"5000",2019-10-01,"6","Minnesota Twins"
"5001",2019-11-01,"1","Minnesota Twins"
"5002",2019-12-01,"1","Minnesota Twins"
"5003",2020-01-01,"1","Minnesota Twins"
"5004",2020-02-01,"2","Minnesota Twins"
"5005",2020-03-01,"1","Minnesota Twins"
"5006",2020-04-01,"<1","Minnesota Twins"
"5007",2020-05-01,"<1","Minnesota Twins"
"5008",2020-06-01,"<1","Minnesota Twins"
"5009",2020-07-01,"1","Minnesota Twins"
"5010",2004-01-01,"1","Houston Astros"
"5011",2004-02-01,"1","Houston Astros"
"5012",2004-03-01,"1","Houston Astros"
"5013",2004-04-01,"2","Houston Astros"
"5014",2004-05-01,"2","Houston Astros"
"5015",2004-06-01,"2","Houston Astros"
"5016",2004-07-01,"2","Houston Astros"
"5017",2004-08-01,"1","Houston Astros"
"5018",2004-09-01,"1","Houston Astros"
"5019",2004-10-01,"6","Houston Astros"
"5020",2004-11-01,"<1","Houston Astros"
"5021",2004-12-01,"<1","Houston Astros"
"5022",2005-01-01,"1","Houston Astros"
"5023",2005-02-01,"1","Houston Astros"
"5024",2005-03-01,"1","Houston Astros"
"5025",2005-04-01,"2","Houston Astros"
"5026",2005-05-01,"1","Houston Astros"
"5027",2005-06-01,"1","Houston Astros"
"5028",2005-07-01,"2","Houston Astros"
"5029",2005-08-01,"2","Houston Astros"
"5030",2005-09-01,"2","Houston Astros"
"5031",2005-10-01,"8","Houston Astros"
"5032",2005-11-01,"1","Houston Astros"
"5033",2005-12-01,"1","Houston Astros"
"5034",2006-01-01,"1","Houston Astros"
"5035",2006-02-01,"1","Houston Astros"
"5036",2006-03-01,"1","Houston Astros"
"5037",2006-04-01,"2","Houston Astros"
"5038",2006-05-01,"2","Houston Astros"
"5039",2006-06-01,"2","Houston Astros"
"5040",2006-07-01,"2","Houston Astros"
"5041",2006-08-01,"2","Houston Astros"
"5042",2006-09-01,"2","Houston Astros"
"5043",2006-10-01,"1","Houston Astros"
"5044",2006-11-01,"<1","Houston Astros"
"5045",2006-12-01,"1","Houston Astros"
"5046",2007-01-01,"1","Houston Astros"
"5047",2007-02-01,"1","Houston Astros"
"5048",2007-03-01,"1","Houston Astros"
"5049",2007-04-01,"2","Houston Astros"
"5050",2007-05-01,"2","Houston Astros"
"5051",2007-06-01,"2","Houston Astros"
"5052",2007-07-01,"2","Houston Astros"
"5053",2007-08-01,"1","Houston Astros"
"5054",2007-09-01,"1","Houston Astros"
"5055",2007-10-01,"<1","Houston Astros"
"5056",2007-11-01,"<1","Houston Astros"
"5057",2007-12-01,"1","Houston Astros"
"5058",2008-01-01,"<1","Houston Astros"
"5059",2008-02-01,"1","Houston Astros"
"5060",2008-03-01,"1","Houston Astros"
"5061",2008-04-01,"1","Houston Astros"
"5062",2008-05-01,"2","Houston Astros"
"5063",2008-06-01,"1","Houston Astros"
"5064",2008-07-01,"1","Houston Astros"
"5065",2008-08-01,"1","Houston Astros"
"5066",2008-09-01,"1","Houston Astros"
"5067",2008-10-01,"<1","Houston Astros"
"5068",2008-11-01,"<1","Houston Astros"
"5069",2008-12-01,"<1","Houston Astros"
"5070",2009-01-01,"<1","Houston Astros"
"5071",2009-02-01,"1","Houston Astros"
"5072",2009-03-01,"1","Houston Astros"
"5073",2009-04-01,"1","Houston Astros"
"5074",2009-05-01,"1","Houston Astros"
"5075",2009-06-01,"1","Houston Astros"
"5076",2009-07-01,"1","Houston Astros"
"5077",2009-08-01,"1","Houston Astros"
"5078",2009-09-01,"1","Houston Astros"
"5079",2009-10-01,"<1","Houston Astros"
"5080",2009-11-01,"<1","Houston Astros"
"5081",2009-12-01,"<1","Houston Astros"
"5082",2010-01-01,"<1","Houston Astros"
"5083",2010-02-01,"<1","Houston Astros"
"5084",2010-03-01,"1","Houston Astros"
"5085",2010-04-01,"1","Houston Astros"
"5086",2010-05-01,"1","Houston Astros"
"5087",2010-06-01,"1","Houston Astros"
"5088",2010-07-01,"1","Houston Astros"
"5089",2010-08-01,"1","Houston Astros"
"5090",2010-09-01,"1","Houston Astros"
"5091",2010-10-01,"<1","Houston Astros"
"5092",2010-11-01,"<1","Houston Astros"
"5093",2010-12-01,"<1","Houston Astros"
"5094",2011-01-01,"<1","Houston Astros"
"5095",2011-02-01,"<1","Houston Astros"
"5096",2011-03-01,"1","Houston Astros"
"5097",2011-04-01,"2","Houston Astros"
"5098",2011-05-01,"1","Houston Astros"
"5099",2011-06-01,"1","Houston Astros"
"5100",2011-07-01,"1","Houston Astros"
"5101",2011-08-01,"1","Houston Astros"
"5102",2011-09-01,"1","Houston Astros"
"5103",2011-10-01,"1","Houston Astros"
"5104",2011-11-01,"1","Houston Astros"
"5105",2011-12-01,"<1","Houston Astros"
"5106",2012-01-01,"<1","Houston Astros"
"5107",2012-02-01,"<1","Houston Astros"
"5108",2012-03-01,"1","Houston Astros"
"5109",2012-04-01,"2","Houston Astros"
"5110",2012-05-01,"2","Houston Astros"
"5111",2012-06-01,"1","Houston Astros"
"5112",2012-07-01,"1","Houston Astros"
"5113",2012-08-01,"1","Houston Astros"
"5114",2012-09-01,"1","Houston Astros"
"5115",2012-10-01,"1","Houston Astros"
"5116",2012-11-01,"1","Houston Astros"
"5117",2012-12-01,"<1","Houston Astros"
"5118",2013-01-01,"<1","Houston Astros"
"5119",2013-02-01,"1","Houston Astros"
"5120",2013-03-01,"1","Houston Astros"
"5121",2013-04-01,"2","Houston Astros"
"5122",2013-05-01,"1","Houston Astros"
"5123",2013-06-01,"1","Houston Astros"
"5124",2013-07-01,"1","Houston Astros"
"5125",2013-08-01,"1","Houston Astros"
"5126",2013-09-01,"1","Houston Astros"
"5127",2013-10-01,"<1","Houston Astros"
"5128",2013-11-01,"<1","Houston Astros"
"5129",2013-12-01,"<1","Houston Astros"
"5130",2014-01-01,"<1","Houston Astros"
"5131",2014-02-01,"<1","Houston Astros"
"5132",2014-03-01,"1","Houston Astros"
"5133",2014-04-01,"2","Houston Astros"
"5134",2014-05-01,"1","Houston Astros"
"5135",2014-06-01,"2","Houston Astros"
"5136",2014-07-01,"2","Houston Astros"
"5137",2014-08-01,"1","Houston Astros"
"5138",2014-09-01,"1","Houston Astros"
"5139",2014-10-01,"<1","Houston Astros"
"5140",2014-11-01,"<1","Houston Astros"
"5141",2014-12-01,"<1","Houston Astros"
"5142",2015-01-01,"<1","Houston Astros"
"5143",2015-02-01,"<1","Houston Astros"
"5144",2015-03-01,"1","Houston Astros"
"5145",2015-04-01,"2","Houston Astros"
"5146",2015-05-01,"3","Houston Astros"
"5147",2015-06-01,"3","Houston Astros"
"5148",2015-07-01,"3","Houston Astros"
"5149",2015-08-01,"3","Houston Astros"
"5150",2015-09-01,"3","Houston Astros"
"5151",2015-10-01,"9","Houston Astros"
"5152",2015-11-01,"<1","Houston Astros"
"5153",2015-12-01,"1","Houston Astros"
"5154",2016-01-01,"1","Houston Astros"
"5155",2016-02-01,"1","Houston Astros"
"5156",2016-03-01,"1","Houston Astros"
"5157",2016-04-01,"4","Houston Astros"
"5158",2016-05-01,"3","Houston Astros"
"5159",2016-06-01,"4","Houston Astros"
"5160",2016-07-01,"4","Houston Astros"
"5161",2016-08-01,"3","Houston Astros"
"5162",2016-09-01,"3","Houston Astros"
"5163",2016-10-01,"1","Houston Astros"
"5164",2016-11-01,"1","Houston Astros"
"5165",2016-12-01,"1","Houston Astros"
"5166",2017-01-01,"1","Houston Astros"
"5167",2017-02-01,"1","Houston Astros"
"5168",2017-03-01,"1","Houston Astros"
"5169",2017-04-01,"4","Houston Astros"
"5170",2017-05-01,"5","Houston Astros"
"5171",2017-06-01,"6","Houston Astros"
"5172",2017-07-01,"6","Houston Astros"
"5173",2017-08-01,"5","Houston Astros"
"5174",2017-09-01,"5","Houston Astros"
"5175",2017-10-01,"45","Houston Astros"
"5176",2017-11-01,"17","Houston Astros"
"5177",2017-12-01,"2","Houston Astros"
"5178",2018-01-01,"1","Houston Astros"
"5179",2018-02-01,"2","Houston Astros"
"5180",2018-03-01,"3","Houston Astros"
"5181",2018-04-01,"9","Houston Astros"
"5182",2018-05-01,"7","Houston Astros"
"5183",2018-06-01,"8","Houston Astros"
"5184",2018-07-01,"7","Houston Astros"
"5185",2018-08-01,"7","Houston Astros"
"5186",2018-09-01,"9","Houston Astros"
"5187",2018-10-01,"17","Houston Astros"
"5188",2018-11-01,"1","Houston Astros"
"5189",2018-12-01,"1","Houston Astros"
"5190",2019-01-01,"1","Houston Astros"
"5191",2019-02-01,"1","Houston Astros"
"5192",2019-03-01,"3","Houston Astros"
"5193",2019-04-01,"8","Houston Astros"
"5194",2019-05-01,"8","Houston Astros"
"5195",2019-06-01,"9","Houston Astros"
"5196",2019-07-01,"8","Houston Astros"
"5197",2019-08-01,"9","Houston Astros"
"5198",2019-09-01,"9","Houston Astros"
"5199",2019-10-01,"79","Houston Astros"
"5200",2019-11-01,"3","Houston Astros"
"5201",2019-12-01,"1","Houston Astros"
"5202",2020-01-01,"5","Houston Astros"
"5203",2020-02-01,"5","Houston Astros"
"5204",2020-03-01,"2","Houston Astros"
"5205",2020-04-01,"1","Houston Astros"
"5206",2020-05-01,"1","Houston Astros"
"5207",2020-06-01,"1","Houston Astros"
"5208",2020-07-01,"1","Houston Astros"
"5209",2004-01-01,"1","Los Angeles Angels"
"5210",2004-02-01,"1","Los Angeles Angels"
"5211",2004-03-01,"2","Los Angeles Angels"
"5212",2004-04-01,"2","Los Angeles Angels"
"5213",2004-05-01,"2","Los Angeles Angels"
"5214",2004-06-01,"2","Los Angeles Angels"
"5215",2004-07-01,"2","Los Angeles Angels"
"5216",2004-08-01,"2","Los Angeles Angels"
"5217",2004-09-01,"2","Los Angeles Angels"
"5218",2004-10-01,"2","Los Angeles Angels"
"5219",2004-11-01,"1","Los Angeles Angels"
"5220",2004-12-01,"1","Los Angeles Angels"
"5221",2005-01-01,"1","Los Angeles Angels"
"5222",2005-02-01,"1","Los Angeles Angels"
"5223",2005-03-01,"1","Los Angeles Angels"
"5224",2005-04-01,"2","Los Angeles Angels"
"5225",2005-05-01,"2","Los Angeles Angels"
"5226",2005-06-01,"2","Los Angeles Angels"
"5227",2005-07-01,"2","Los Angeles Angels"
"5228",2005-08-01,"2","Los Angeles Angels"
"5229",2005-09-01,"2","Los Angeles Angels"
"5230",2005-10-01,"4","Los Angeles Angels"
"5231",2005-11-01,"1","Los Angeles Angels"
"5232",2005-12-01,"1","Los Angeles Angels"
"5233",2006-01-01,"1","Los Angeles Angels"
"5234",2006-02-01,"1","Los Angeles Angels"
"5235",2006-03-01,"1","Los Angeles Angels"
"5236",2006-04-01,"2","Los Angeles Angels"
"5237",2006-05-01,"2","Los Angeles Angels"
"5238",2006-06-01,"2","Los Angeles Angels"
"5239",2006-07-01,"2","Los Angeles Angels"
"5240",2006-08-01,"2","Los Angeles Angels"
"5241",2006-09-01,"2","Los Angeles Angels"
"5242",2006-10-01,"1","Los Angeles Angels"
"5243",2006-11-01,"1","Los Angeles Angels"
"5244",2006-12-01,"1","Los Angeles Angels"
"5245",2007-01-01,"1","Los Angeles Angels"
"5246",2007-02-01,"1","Los Angeles Angels"
"5247",2007-03-01,"2","Los Angeles Angels"
"5248",2007-04-01,"2","Los Angeles Angels"
"5249",2007-05-01,"2","Los Angeles Angels"
"5250",2007-06-01,"2","Los Angeles Angels"
"5251",2007-07-01,"2","Los Angeles Angels"
"5252",2007-08-01,"2","Los Angeles Angels"
"5253",2007-09-01,"2","Los Angeles Angels"
"5254",2007-10-01,"2","Los Angeles Angels"
"5255",2007-11-01,"1","Los Angeles Angels"
"5256",2007-12-01,"1","Los Angeles Angels"
"5257",2008-01-01,"1","Los Angeles Angels"
"5258",2008-02-01,"1","Los Angeles Angels"
"5259",2008-03-01,"1","Los Angeles Angels"
"5260",2008-04-01,"2","Los Angeles Angels"
"5261",2008-05-01,"2","Los Angeles Angels"
"5262",2008-06-01,"2","Los Angeles Angels"
"5263",2008-07-01,"2","Los Angeles Angels"
"5264",2008-08-01,"2","Los Angeles Angels"
"5265",2008-09-01,"2","Los Angeles Angels"
"5266",2008-10-01,"2","Los Angeles Angels"
"5267",2008-11-01,"1","Los Angeles Angels"
"5268",2008-12-01,"1","Los Angeles Angels"
"5269",2009-01-01,"1","Los Angeles Angels"
"5270",2009-02-01,"1","Los Angeles Angels"
"5271",2009-03-01,"1","Los Angeles Angels"
"5272",2009-04-01,"3","Los Angeles Angels"
"5273",2009-05-01,"2","Los Angeles Angels"
"5274",2009-06-01,"2","Los Angeles Angels"
"5275",2009-07-01,"2","Los Angeles Angels"
"5276",2009-08-01,"2","Los Angeles Angels"
"5277",2009-09-01,"2","Los Angeles Angels"
"5278",2009-10-01,"5","Los Angeles Angels"
"5279",2009-11-01,"1","Los Angeles Angels"
"5280",2009-12-01,"1","Los Angeles Angels"
"5281",2010-01-01,"1","Los Angeles Angels"
"5282",2010-02-01,"1","Los Angeles Angels"
"5283",2010-03-01,"1","Los Angeles Angels"
"5284",2010-04-01,"2","Los Angeles Angels"
"5285",2010-05-01,"2","Los Angeles Angels"
"5286",2010-06-01,"2","Los Angeles Angels"
"5287",2010-07-01,"2","Los Angeles Angels"
"5288",2010-08-01,"1","Los Angeles Angels"
"5289",2010-09-01,"1","Los Angeles Angels"
"5290",2010-10-01,"1","Los Angeles Angels"
"5291",2010-11-01,"1","Los Angeles Angels"
"5292",2010-12-01,"1","Los Angeles Angels"
"5293",2011-01-01,"1","Los Angeles Angels"
"5294",2011-02-01,"1","Los Angeles Angels"
"5295",2011-03-01,"1","Los Angeles Angels"
"5296",2011-04-01,"2","Los Angeles Angels"
"5297",2011-05-01,"2","Los Angeles Angels"
"5298",2011-06-01,"2","Los Angeles Angels"
"5299",2011-07-01,"2","Los Angeles Angels"
"5300",2011-08-01,"2","Los Angeles Angels"
"5301",2011-09-01,"2","Los Angeles Angels"
"5302",2011-10-01,"1","Los Angeles Angels"
"5303",2011-11-01,"1","Los Angeles Angels"
"5304",2011-12-01,"2","Los Angeles Angels"
"5305",2012-01-01,"1","Los Angeles Angels"
"5306",2012-02-01,"1","Los Angeles Angels"
"5307",2012-03-01,"2","Los Angeles Angels"
"5308",2012-04-01,"3","Los Angeles Angels"
"5309",2012-05-01,"3","Los Angeles Angels"
"5310",2012-06-01,"3","Los Angeles Angels"
"5311",2012-07-01,"3","Los Angeles Angels"
"5312",2012-08-01,"2","Los Angeles Angels"
"5313",2012-09-01,"2","Los Angeles Angels"
"5314",2012-10-01,"1","Los Angeles Angels"
"5315",2012-11-01,"1","Los Angeles Angels"
"5316",2012-12-01,"1","Los Angeles Angels"
"5317",2013-01-01,"1","Los Angeles Angels"
"5318",2013-02-01,"1","Los Angeles Angels"
"5319",2013-03-01,"2","Los Angeles Angels"
"5320",2013-04-01,"3","Los Angeles Angels"
"5321",2013-05-01,"2","Los Angeles Angels"
"5322",2013-06-01,"2","Los Angeles Angels"
"5323",2013-07-01,"2","Los Angeles Angels"
"5324",2013-08-01,"2","Los Angeles Angels"
"5325",2013-09-01,"1","Los Angeles Angels"
"5326",2013-10-01,"1","Los Angeles Angels"
"5327",2013-11-01,"1","Los Angeles Angels"
"5328",2013-12-01,"1","Los Angeles Angels"
"5329",2014-01-01,"1","Los Angeles Angels"
"5330",2014-02-01,"1","Los Angeles Angels"
"5331",2014-03-01,"2","Los Angeles Angels"
"5332",2014-04-01,"3","Los Angeles Angels"
"5333",2014-05-01,"2","Los Angeles Angels"
"5334",2014-06-01,"2","Los Angeles Angels"
"5335",2014-07-01,"3","Los Angeles Angels"
"5336",2014-08-01,"3","Los Angeles Angels"
"5337",2014-09-01,"3","Los Angeles Angels"
"5338",2014-10-01,"2","Los Angeles Angels"
"5339",2014-11-01,"1","Los Angeles Angels"
"5340",2014-12-01,"1","Los Angeles Angels"
"5341",2015-01-01,"1","Los Angeles Angels"
"5342",2015-02-01,"1","Los Angeles Angels"
"5343",2015-03-01,"1","Los Angeles Angels"
"5344",2015-04-01,"2","Los Angeles Angels"
"5345",2015-05-01,"2","Los Angeles Angels"
"5346",2015-06-01,"2","Los Angeles Angels"
"5347",2015-07-01,"3","Los Angeles Angels"
"5348",2015-08-01,"2","Los Angeles Angels"
"5349",2015-09-01,"2","Los Angeles Angels"
"5350",2015-10-01,"1","Los Angeles Angels"
"5351",2015-11-01,"1","Los Angeles Angels"
"5352",2015-12-01,"1","Los Angeles Angels"
"5353",2016-01-01,"1","Los Angeles Angels"
"5354",2016-02-01,"1","Los Angeles Angels"
"5355",2016-03-01,"1","Los Angeles Angels"
"5356",2016-04-01,"3","Los Angeles Angels"
"5357",2016-05-01,"3","Los Angeles Angels"
"5358",2016-06-01,"2","Los Angeles Angels"
"5359",2016-07-01,"2","Los Angeles Angels"
"5360",2016-08-01,"2","Los Angeles Angels"
"5361",2016-09-01,"1","Los Angeles Angels"
"5362",2016-10-01,"1","Los Angeles Angels"
"5363",2016-11-01,"1","Los Angeles Angels"
"5364",2016-12-01,"1","Los Angeles Angels"
"5365",2017-01-01,"1","Los Angeles Angels"
"5366",2017-02-01,"1","Los Angeles Angels"
"5367",2017-03-01,"1","Los Angeles Angels"
"5368",2017-04-01,"3","Los Angeles Angels"
"5369",2017-05-01,"2","Los Angeles Angels"
"5370",2017-06-01,"3","Los Angeles Angels"
"5371",2017-07-01,"2","Los Angeles Angels"
"5372",2017-08-01,"2","Los Angeles Angels"
"5373",2017-09-01,"2","Los Angeles Angels"
"5374",2017-10-01,"1","Los Angeles Angels"
"5375",2017-11-01,"1","Los Angeles Angels"
"5376",2017-12-01,"1","Los Angeles Angels"
"5377",2018-01-01,"1","Los Angeles Angels"
"5378",2018-02-01,"1","Los Angeles Angels"
"5379",2018-03-01,"2","Los Angeles Angels"
"5380",2018-04-01,"5","Los Angeles Angels"
"5381",2018-05-01,"3","Los Angeles Angels"
"5382",2018-06-01,"3","Los Angeles Angels"
"5383",2018-07-01,"3","Los Angeles Angels"
"5384",2018-08-01,"2","Los Angeles Angels"
"5385",2018-09-01,"2","Los Angeles Angels"
"5386",2018-10-01,"1","Los Angeles Angels"
"5387",2018-11-01,"1","Los Angeles Angels"
"5388",2018-12-01,"1","Los Angeles Angels"
"5389",2019-01-01,"1","Los Angeles Angels"
"5390",2019-02-01,"1","Los Angeles Angels"
"5391",2019-03-01,"2","Los Angeles Angels"
"5392",2019-04-01,"3","Los Angeles Angels"
"5393",2019-05-01,"3","Los Angeles Angels"
"5394",2019-06-01,"3","Los Angeles Angels"
"5395",2019-07-01,"5","Los Angeles Angels"
"5396",2019-08-01,"2","Los Angeles Angels"
"5397",2019-09-01,"2","Los Angeles Angels"
"5398",2019-10-01,"1","Los Angeles Angels"
"5399",2019-11-01,"1","Los Angeles Angels"
"5400",2019-12-01,"1","Los Angeles Angels"
"5401",2020-01-01,"1","Los Angeles Angels"
"5402",2020-02-01,"1","Los Angeles Angels"
"5403",2020-03-01,"1","Los Angeles Angels"
"5404",2020-04-01,"<1","Los Angeles Angels"
"5405",2020-05-01,"<1","Los Angeles Angels"
"5406",2020-06-01,"<1","Los Angeles Angels"
"5407",2020-07-01,"<1","Los Angeles Angels"
"5408",2004-01-01,"<1","Oakland Athletics"
"5409",2004-02-01,"<1","Oakland Athletics"
"5410",2004-03-01,"1","Oakland Athletics"
"5411",2004-04-01,"1","Oakland Athletics"
"5412",2004-05-01,"1","Oakland Athletics"
"5413",2004-06-01,"1","Oakland Athletics"
"5414",2004-07-01,"1","Oakland Athletics"
"5415",2004-08-01,"1","Oakland Athletics"
"5416",2004-09-01,"1","Oakland Athletics"
"5417",2004-10-01,"<1","Oakland Athletics"
"5418",2004-11-01,"<1","Oakland Athletics"
"5419",2004-12-01,"<1","Oakland Athletics"
"5420",2005-01-01,"<1","Oakland Athletics"
"5421",2005-02-01,"<1","Oakland Athletics"
"5422",2005-03-01,"1","Oakland Athletics"
"5423",2005-04-01,"1","Oakland Athletics"
"5424",2005-05-01,"1","Oakland Athletics"
"5425",2005-06-01,"1","Oakland Athletics"
"5426",2005-07-01,"1","Oakland Athletics"
"5427",2005-08-01,"1","Oakland Athletics"
"5428",2005-09-01,"1","Oakland Athletics"
"5429",2005-10-01,"<1","Oakland Athletics"
"5430",2005-11-01,"<1","Oakland Athletics"
"5431",2005-12-01,"<1","Oakland Athletics"
"5432",2006-01-01,"<1","Oakland Athletics"
"5433",2006-02-01,"<1","Oakland Athletics"
"5434",2006-03-01,"1","Oakland Athletics"
"5435",2006-04-01,"1","Oakland Athletics"
"5436",2006-05-01,"1","Oakland Athletics"
"5437",2006-06-01,"1","Oakland Athletics"
"5438",2006-07-01,"1","Oakland Athletics"
"5439",2006-08-01,"1","Oakland Athletics"
"5440",2006-09-01,"1","Oakland Athletics"
"5441",2006-10-01,"1","Oakland Athletics"
"5442",2006-11-01,"<1","Oakland Athletics"
"5443",2006-12-01,"<1","Oakland Athletics"
"5444",2007-01-01,"<1","Oakland Athletics"
"5445",2007-02-01,"<1","Oakland Athletics"
"5446",2007-03-01,"<1","Oakland Athletics"
"5447",2007-04-01,"1","Oakland Athletics"
"5448",2007-05-01,"1","Oakland Athletics"
"5449",2007-06-01,"1","Oakland Athletics"
"5450",2007-07-01,"1","Oakland Athletics"
"5451",2007-08-01,"<1","Oakland Athletics"
"5452",2007-09-01,"<1","Oakland Athletics"
"5453",2007-10-01,"<1","Oakland Athletics"
"5454",2007-11-01,"<1","Oakland Athletics"
"5455",2007-12-01,"<1","Oakland Athletics"
"5456",2008-01-01,"<1","Oakland Athletics"
"5457",2008-02-01,"<1","Oakland Athletics"
"5458",2008-03-01,"1","Oakland Athletics"
"5459",2008-04-01,"1","Oakland Athletics"
"5460",2008-05-01,"1","Oakland Athletics"
"5461",2008-06-01,"1","Oakland Athletics"
"5462",2008-07-01,"1","Oakland Athletics"
"5463",2008-08-01,"<1","Oakland Athletics"
"5464",2008-09-01,"<1","Oakland Athletics"
"5465",2008-10-01,"<1","Oakland Athletics"
"5466",2008-11-01,"<1","Oakland Athletics"
"5467",2008-12-01,"<1","Oakland Athletics"
"5468",2009-01-01,"<1","Oakland Athletics"
"5469",2009-02-01,"<1","Oakland Athletics"
"5470",2009-03-01,"<1","Oakland Athletics"
"5471",2009-04-01,"1","Oakland Athletics"
"5472",2009-05-01,"<1","Oakland Athletics"
"5473",2009-06-01,"<1","Oakland Athletics"
"5474",2009-07-01,"<1","Oakland Athletics"
"5475",2009-08-01,"<1","Oakland Athletics"
"5476",2009-09-01,"<1","Oakland Athletics"
"5477",2009-10-01,"<1","Oakland Athletics"
"5478",2009-11-01,"<1","Oakland Athletics"
"5479",2009-12-01,"<1","Oakland Athletics"
"5480",2010-01-01,"<1","Oakland Athletics"
